"","Sample_7","Sample_8","Sample_9","Sample_12","Sample_17","Sample_18","Sample_19","Sample_20","Sample_22","Sample_23","X13A_S24","X14A_S8","X16A_S30","X17A_S40","X18A_S16","X42A_S13","Sample_48","Sample_49","Sample_50","Sample_51","Sample_52","X1A_S21","X2A_S10","X3A_S17","X4A_S27","X7A_S22","X8A_S9","X9A_S18","X10A_S28","X11A_S38","X12A_S23","X31A_S4","X33A_S19","X36A_S39"
"ENSG00000002746.13",3.1564872271688,2.56537783054262,2.57285572225554,1.9950828600872,2.88365013905761,2.51199421579195,2.60144931196818,0.828723371864556,0,0.0272367315588332,0.672704122923157,3.77470273523494,2.15662636803765,0.309418362928848,2.49140931920832,3.12357350081615,3.48048487069137,3.30438545762603,2.19808863333939,2.76625591360663,2.82329284219827,2.85630649748363,3.60834797954679,2.51731349258446,0.0322000294506588,3.41829251195486,3.68021181774018,3.32752641710654,3.71566278442068,3.60545877569888,3.82546001779442,4.07528445943083,3.7495128147954,2.95000734995923
"ENSG00000002933.6",6.68150548772064,7.62065238585066,6.92209078427069,7.85392081665479,8.15770566956028,7.6738319908652,8.00044513799291,7.75791665110966,6.31350345290259,5.5811885280257,6.78922061954733,7.78850953865046,7.80192818141283,6.75490086038904,8.00268002028171,8.0063485218318,7.91314073835621,8.72484123612263,7.49874551221492,7.2158047686708,7.71625015739145,7.47013009399538,8.40374490547906,7.33318219089891,5.69117958909358,8.65744708043244,8.23027507713567,8.77219578796477,8.50399265173293,8.9414848982724,8.34998443345149,8.57539175539881,8.16341319049016,7.43997213446425
"ENSG00000003400.13",2.34825508512628,1.97123268002988,2.58140909844158,3.1059210764587,2.24623173018246,2.8845725246453,2.35426313652758,3.27567011751167,3.24391580458656,3.11327542819126,2.32880200454154,1.83354591163268,1.88209521029232,2.73999711589836,2.36615152895418,1.94987479006771,1.80447903341854,1.35398378698961,2.35483577505147,2.02156145412496,2.08635238746009,1.6033497957514,1.55146679904719,2.24005171967006,2.54416881917015,1.57532685438991,1.46611546310191,1.58780661366575,1.58805136803721,1.29744382942461,1.60612001394944,1.56326553517256,1.51193351291012,2.21029845937394
"ENSG00000004399.11",5.04011653242277,4.65609588415169,5.50089763480962,5.95461277029163,5.52544250601812,5.70271848544264,5.78450136555593,6.02779544098985,6.1765641325659,5.66129070512723,5.84801193455002,4.47987078323109,5.3755642682828,6.11979398266032,5.74397805548408,5.07522027013659,5.15657459625874,3.42375160665179,5.51403702184066,5.28473990682691,5.31861330459006,4.25682951541178,4.14311582503863,5.86224556074709,6.17012335837371,4.66585320472624,5.07948905057109,4.7505100361173,4.82971766186381,4.58293529283238,4.05758023885584,4.53349482480203,5.12238696734144,5.66505445759552
"ENSG00000004468.11",1.57447454975744,2.38415206316449,2.91703832626573,4.73845981284392,3.18399458394397,3.83126923596772,2.82057111788794,4.28232859606656,2.32312215210972,2.67108272815818,0.943423281138155,1.29192176448869,1.41477959448936,1.21734240441661,3.88413876420145,0.343889871959686,0.454854958382902,0.33853851368556,0.916348229309823,1.0784937040012,1.10346406874751,0.487583074589483,0.43702954119473,0.936803374251056,0.894059506637945,1.01861281127051,0.240061492048726,0.424286840166935,0.809239910798189,0.339684706872679,0.135611303650287,0.298586765499646,0.507736804407462,0.627887879496611
"ENSG00000004776.10",2.72753495850258,1.97481929073954,2.31402069312329,3.34179935150915,3.33710734563612,3.34633997878389,3.48295151336731,1.90549724136181,1.92918880247095,3.45343856134876,2.84742773124964,1.61172479577404,3.43612851725925,2.10934384209948,2.77166588348069,3.86250098466502,2.83205959280408,1.47873370835759,1.89389802488704,2.18476269922795,3.26134125161679,1.36241939003319,2.20749308854338,2.91311153007272,2.21923358550953,2.66028746925886,3.04145502459303,3.0799429600771,2.42965345370178,3.04640200219586,2.37801214236289,2.44750778732773,3.04314674200298,3.07180384935102
"ENSG00000004777.17",3.83159353730734,2.67756912846112,3.73518637585966,4.29349555944226,3.71344288119426,3.25262910445873,2.91641740673645,2.99663459833748,3.7467319686054,3.97684017799902,4.70984201927331,3.16563864491042,4.14824268137918,4.20542379398276,4.11420042237189,4.1455062778326,2.94373945489666,1.83981853498984,4.2275331575371,3.75736467238549,4.23581129116599,4.23828243946247,2.84015099382652,4.82217947372998,4.58610418243912,3.76971885356455,2.28241015012728,2.76168312996157,2.57662371555439,3.50030492583868,2.94999988212009,3.08832989496312,2.59350197727395,4.0277644839092
"ENSG00000004799.7",2.85576450771848,1.79869755994545,3.25463787949643,4.8665371212693,2.43245170303073,2.16519805025099,2.40876891563732,3.76316720925484,4.09937937312173,4.58437327993869,2.39897416276272,5.04044535380526,2.12993249569742,2.72420713697687,2.31104675175381,3.28484130838028,2.50990862059353,1.72800755804936,1.9831705648415,4.03957710306068,2.67390009723166,1.60143504887692,1.73298548420619,1.75237181472318,2.04496758594163,2.08644750565575,3.61718091815506,1.66543370443145,1.95638754193461,2.94985611868185,5.33564045970802,2.19360144802996,2.95624255474381,2.23018456446277
"ENSG00000004838.12",1.92454840093401,1.41082951912224,1.92909030637539,3.06934471338426,1.27646688834563,2.25340844188964,1.91238544237216,1.60339727578421,1.68468859744981,1.94254077857067,2.93170196512779,1.6431358165902,2.09050456764273,2.9714056004191,2.14833868699097,1.28584605674942,0.990017439280692,0.775050541483175,1.27807993228609,1.63916268990524,1.66167208250793,1.09315448790708,0.9938214312627,2.84177994180496,2.47724212231226,1.12173159587213,1.62423661624451,1.60787236930307,1.88851921809751,1.54793837730435,1.85215069175612,0.997789541354206,1.27379037846671,1.6937032758418
"ENSG00000004939.12",4.39630336770707,0.800535906686886,3.23845518499819,3.59815078623055,4.90740987235903,2.97712969219459,0.0357011798153066,2.71291707720092,3.06753374597944,4.57528207250434,4.66069477930916,5.06259234203085,2.61152651702755,4.83382113779058,4.60877967894965,4.61602827696081,3.96713170948941,4.43536856550632,1.68130082763573,4.22295135737793,1.75153656107219,6.02355699131448,5.6288377394727,5.06273911267959,5.0146811124264,5.74051746156171,4.95565688126398,4.39289438541028,4.96641662356945,5.14104443395777,4.61870264004915,5.47781977695481,4.89157472509655,5.16125888495751
"ENSG00000005001.8",1.93602539966154,1.97868986945637,2.46461860816732,2.48332824128665,1.32189346979088,1.90427598798139,2.44681466978318,2.40614750910159,3.72998774295772,3.78653363465582,3.98929344378517,1.41532600943697,3.22557263240976,4.63877473557039,1.95698220871586,2.52115629609086,1.7010477414455,1.84877414947756,2.28215805904081,2.73623468400937,1.74263576997435,1.95475094327356,1.35719726915584,3.29769619812913,4.1554254317472,1.57906909302979,1.86971351025538,1.46869278564803,1.78929940400787,1.84666580724929,1.6142198334499,1.53716185665855,1.43667356940437,2.77851348700405
"ENSG00000005020.11",3.70223641886473,3.8461823784187,4.30932173048402,3.75411785955205,2.83598064942118,3.03261398448642,3.8700095509354,3.74726922917322,4.33266497433974,4.5397667867007,3.7474196262855,3.64112980702158,3.5037303500463,3.84351157548399,3.34127845412011,3.21375942144225,3.59169138350058,2.31205811497221,3.87807789593286,3.89667873025538,3.68134805946305,2.56846509158979,2.54339442103009,3.28107950166662,4.02400046356387,2.64325590376957,2.7428491540381,2.42849350590449,2.85462606492767,2.0923393858777,2.50451107392402,2.7630248208712,2.74748192906772,3.93183431466541
"ENSG00000005059.14",2.38562154319449,1.90159485324324,2.11376716560225,3.76574689179985,1.84743174031165,2.64660738116625,1.99779098626068,3.77075505977432,1.23078095953943,2.38740114454461,1.0396157030805,1.33013384678123,1.43751539683648,1.61392291909956,3.1585697011521,1.47734575451913,0.677067078844668,0.964230785527848,1.1228648445207,0.743247817461868,1.08126462717805,0.601810596586519,0.408205334538557,1.0967408724394,0.828833025039227,0.942780968789625,1.11241990580521,1.12221548928075,1.05726309960498,0.539688880876202,0.658681296306162,0.474881438224994,0.692652155271908,0.992819177943156
"ENSG00000005108.14",0.975117283609231,1.01646066213866,1.59952727875842,0.600464827710012,0.713354453927204,0.565500668025685,0.877848669811098,0.411280884166414,2.81394122531051,2.42062791738475,2.73165247569011,1.30056305717381,1.07948393047645,2.06449661000963,0.567227085071165,1.02801035326435,1.07653173223502,0.740768714842742,1.73068342629889,1.90971551037565,1.6159106087166,1.3998437388457,0.730747760060699,1.5460869419071,3.02083107953233,0.877116786532689,0.807231257182672,0.586137337795782,0.811380602365677,0.498408151015038,0.578333016229861,0.90004717270383,0.900354059114262,2.07559766221833
"ENSG00000005187.10",5.58578280027508,7.2841254238142,6.60934276379759,4.53023932987318,6.1918725220851,5.35800585434614,6.91284144514327,4.53105077251314,4.48756352426582,5.37873702674468,5.49501394232402,6.69430912905155,6.4440971904651,4.90952351454868,5.60681233024515,6.22568946001544,6.30031777963202,6.38528261834707,6.50471889905428,5.27493252620329,6.87947297571379,6.26820979716573,7.38249434029312,5.63463101963366,4.94930613799232,6.48444752323393,6.87027840191331,6.57433315651574,6.66184934021248,7.45693753623852,7.1967053920079,6.73968611437187,6.52982719194825,5.2755360380468
"ENSG00000005249.11",1.7900838833562,1.12781154224125,2.38751419232091,2.04776520977489,1.26451841596408,1.68997002548213,1.43951675980741,1.09073828118127,3.74421492647062,3.16327651437097,2.86432879723115,1.13233993828749,1.45003669238186,2.64329516087174,1.69067186348493,1.18134430518973,1.6167481975947,1.19151211759016,1.89626022193682,1.96912285462498,1.41793080638713,0.905848401082648,0.715869654817762,2.16307358985838,3.54130419358101,0.799001902632893,1.14232847484862,0.914650240758905,1.10812295533791,0.61705675944591,0.686700417641842,1.15538009381692,0.971805077636563,2.91610206836082
"ENSG00000005302.16",3.9982586986733,3.17365994876921,4.04884648119216,4.48531089166056,3.49694802372955,3.96465738837658,3.8795195368326,4.47599925140471,3.80481767096175,4.07923302357674,3.41261895899193,3.48747348646094,3.3993146724374,3.53404914816293,4.08763256009541,3.04299271319871,2.91119110516582,2.45283788408431,3.18768699692944,3.00542693696238,3.09549239048625,2.61451197522685,2.4049221908735,3.32012215353922,3.51900085539774,2.82310530183125,2.64752635024838,2.55276806568886,2.87390373299702,2.42609833190816,2.64757470083086,2.58940156958119,2.66782174814586,3.14757534722153
"ENSG00000005339.11",3.27652048703363,2.49518347790833,3.39952522856581,3.09592948207752,2.19851929843156,2.56690767832079,3.26442083061524,2.88075212471694,3.77704090902331,4.11865042862064,3.8285808102766,3.4743062402884,2.66372033157893,3.75622271284729,2.50630488317375,2.90393485401645,2.81031353311229,1.31077053798463,3.41407598336728,3.47771617879373,3.24942410251671,2.7393793666447,1.8544066469654,3.50129900903339,3.87609451272991,1.93289645256556,2.19166055356588,1.99959959656761,2.46578383337977,1.44675910014254,1.69601607675047,2.50430766866217,2.04390439429562,3.82480857790486
"ENSG00000005483.18",3.09198749830843,2.5983461471391,3.61767462546868,3.28409654407712,2.16988652906159,2.45476022428563,3.12014288706965,2.67316743182422,3.64241277290506,4.1437852247086,3.61508666217629,3.13855401338646,2.76320121037233,3.97135961297696,2.50454666689657,2.94327623486004,2.90269298493032,1.93458066187473,3.38222317183731,3.14420303387483,3.01162086734716,2.60645644180584,1.87276967183857,3.16827136677712,3.68393220621726,2.12547587828691,1.96385509312915,1.74174740827552,2.44548305586125,1.08208941582486,1.74679859978336,2.38231033868525,2.2553073537329,3.84829743671766
"ENSG00000005844.16",4.71996646785254,3.97555682082321,4.5174709793205,6.60203368030682,4.45457073742698,5.74765861801279,5.17724411155398,6.15668380018118,2.97454583179817,4.12021921162499,2.23199450760416,3.47848004040862,3.30370039330416,3.38487317930732,5.81525263072303,2.53367796192056,2.22481514411903,0.479344399221752,2.1511509303975,1.89831284977339,3.09714555359105,1.62940325189295,1.38283322920382,2.61819166150627,1.48175358753691,2.11992052730505,2.18985301724124,1.5324566084463,3.11170741723946,1.19350683080629,1.82975621790549,1.05240893803485,1.89909827210408,1.63282191797266
"ENSG00000005882.10",5.9078929203944,5.88828297402735,5.82798411231522,5.15469256381071,6.41031735802737,5.49026846782947,6.14802094908894,4.48594198341242,5.64881054410321,5.49624502136118,5.91621387803525,6.8022578523685,6.40141885215263,5.83268245363222,5.98031554713375,6.58247772444834,6.60140830520073,7.01977973960362,6.28724694876835,6.76576014985393,6.73969961409387,6.63462085594948,6.87586605220615,6.5211716894941,5.95412650087336,6.91074465233714,7.2228625087504,6.46067049275493,6.83304186880842,6.55088835491036,6.89139488247962,7.23846206381695,7.21733736312187,6.67860718091286
"ENSG00000005884.16",5.19004983887185,4.09801523386896,4.77012073615658,6.05894634646157,4.93836107733212,5.55469628241469,5.62175006690813,6.37334718349836,5.428500875722,5.35465314779438,4.88655990182173,4.96943142047929,5.1358303391695,5.91784941768075,5.09447678049351,4.9969039026898,4.81898345610324,4.01185340574379,4.43019828039434,4.78531513994176,4.23565813963895,4.37801908078183,3.67061376422175,5.12925828481799,5.50548765534768,4.53285303851833,4.53415500593068,4.86493392319084,4.7740543270353,4.47162969766147,4.73177518999266,4.28818873650802,4.5432298387993,4.79263154031761
"ENSG00000005889.14",1.84975912380251,2.06098120047898,2.24032959586712,2.74334046399472,1.0817895472351,1.92060962930273,2.29672756618416,1.91760360822989,2.88488115761423,2.9104813194644,2.51956958070894,1.97082789169901,1.76556444860218,2.45175708919164,1.80881748542441,1.30506581783713,1.85939712589865,0.795170965052648,2.45021621612525,2.55362837243421,2.4069338872562,2.08216096616397,1.3572535821961,1.99976554300571,2.33757694807417,1.57416449591849,1.34477737697614,1.19965036074443,2.07003891654408,1.0163822119697,1.19153738436671,1.09680832718145,1.38324808682961,2.39465132590898
"ENSG00000005961.16",0.22795296766217,0.469994304542516,0.862546609031684,1.26326281446673,0.370702191086688,0.959089814176312,0.352728021377438,1.50191295922564,1.61314971250099,2.18257789425461,2.43495909223279,0.517186986787419,1.09561391186369,1.42486298217518,0.799248978355739,0.845368006327061,0.435782188896642,0.142227819866976,0.576502788988864,2.01986200735208,0.588811281670993,0.697815623306443,0.51930839754179,1.55496206237283,2.90818074972884,0.779100836539877,0.169610780305864,0.960322649820391,0.730132124836261,0.287419101777242,1.10462516997286,0.536469729137233,0.757910785779308,1.67540948095381
"ENSG00000006118.13",1.68000022045621,1.7711925805151,2.36226788327561,3.49920809085669,2.28223813980689,2.27579673667666,2.58102337946383,2.98757736267362,2.3932102433881,2.34802841023016,2.29333222373102,1.84229099996593,2.77675884403713,3.4470858718371,1.94161717497991,1.92705068419759,1.65638653391896,0.735952755339781,2.09055876545834,2.4243577954487,1.89870367984902,1.22105421648481,1.68878014432042,2.37213025182907,3.0258509318149,1.1975320362037,1.69256556876284,2.06061812131741,1.47143200834084,1.72866937273872,1.75870398853178,1.35846940766683,1.59473006929456,2.43551392057285
"ENSG00000006128.10",1.71620954303208,0.598163175756734,0.716351798047211,0.300208086807335,3.07281239359641,1.6618088749379,0.953316649826546,2.05286449281835,1.67352476575789,0.560990751840812,0.323557996314756,0.350820827093139,1.33156764664651,1.0895862827126,0.8150162761914,2.98809203771171,0.731727191481823,1.50940195313467,0.0536841291047375,0.325519970029806,0,0.229854904282033,0.570444472183525,1.24458874956303,0.218238079172445,0.517142631530907,1.58640447489506,1.96044127878583,1.22931104637921,0.500534900337158,0.796305364804415,0.617982049228047,1.11869195279181,0.472522083801625
"ENSG00000006327.12",4.54109351694074,4.60891566707277,4.94498022661252,5.82555669083556,4.3911903064822,4.73586872907358,5.55279203832461,5.6084751373122,4.99219286914585,4.93417678192182,4.90632302392935,4.58445145572461,5.17333134769184,5.60502904538609,4.52406367577721,5.12924591859551,2.66404586970356,4.67641410790607,3.39515193666656,3.34212090463395,3.60440348494407,2.4771488469609,2.71849972366933,4.83125910037612,4.89728883734779,3.42715559542625,4.57381075939012,3.48202217465515,3.70784501068812,3.14906096502882,3.65531747832169,3.5865365837767,3.07361289523443,3.49637286545606
"ENSG00000006468.12",1.80363209164189,1.68603430728732,1.89141529817496,1.54430732580885,0.668964156630484,1.07173521527977,1.3944812158661,1.83466672494364,2.53936728874689,2.17058848857078,1.98537291374427,1.36638097008373,1.41029225406782,2.72146453402174,0.644520830528095,1.84578709008999,0.676457889216033,1.32330665250086,0.902369229122465,1.7291089633541,0.969942849668267,1.29548206553193,0.649148203114285,1.54806172189252,1.69330629567862,0.917751767134459,1.02957303174885,0.667267238265787,1.43845255067798,0.476185685493313,0.577371300368219,1.20040390995069,1.15132631075292,2.0579596745434
"ENSG00000006534.14",2.94912774608578,3.72389708001438,3.32652296713685,3.61956560655949,3.10156267812787,3.25570617037997,3.47604463048749,3.46907846609679,1.22081283634678,1.72368961033061,2.43355239335413,3.48877205929985,3.73995608481389,2.46764728167496,3.81612862912362,3.03225251217908,3.79940856014738,4.03233010411293,3.73031388629378,3.52619404017692,3.93578973834004,3.68976879875178,3.46987295550234,2.93644383929897,0.997258440215013,3.94771290571586,4.10890076292495,3.69768487137298,4.12309503041234,3.75652163071178,3.3471596322733,3.15062791053801,3.79285535236249,3.12195533388796
"ENSG00000006576.15",1.83193802762347,1.74753348795631,2.08799569135684,2.80327457431352,1.40402568807343,1.91130425493542,1.98533283478304,2.62153147661682,3.1196748960868,2.71153014762524,2.34779319737604,1.46593790706248,1.67561723648312,2.69995577926232,2.01154573154598,2.16727120926831,1.8318326628472,0.81631625925478,1.82928535780452,2.26418810045016,1.95766948676266,1.7023428198241,1.07100062626179,1.98801930326413,2.37582070854587,1.07791974449057,1.54954103499002,0.908358704281049,1.20472293712475,0.927753883390046,0.837476661425205,1.2424500736777,1.46709684927537,2.13773958180695
"ENSG00000006611.14",6.38105144271109,6.52116383573746,5.50005311016181,6.08837696564684,7.04843238023264,6.21943573318503,6.60406539152245,5.99036268950193,0.694413107341635,2.15808168891802,4.78686292221692,6.83939277506849,6.25977527092554,3.65850856163631,6.19879075570674,6.95839031247692,6.31285936385181,6.71640107911358,5.9187225378397,5.59668473556734,6.43498176968845,6.59137423599067,6.90665012639538,5.92389078425029,2.38726051177622,7.11813127561393,6.86036693013812,7.42719549597508,7.14886294391226,7.44296836968673,6.70332222667421,6.91622582300096,6.8851228414509,5.80644006644412
"ENSG00000006715.14",4.22981092339502,4.72631354097521,5.12170756268822,4.65147654178321,3.96875433131632,4.00834345852934,4.598305647661,4.99745500655556,5.02243439741687,5.21840533629217,4.65513998878856,4.02181726434766,4.21395378610636,5.14975524734117,4.330967057939,4.4737349684636,3.6738616641587,3.55010031318434,4.55590202721076,4.1937953939412,4.02243883626683,3.36356359379719,3.05983805661413,4.44339447483858,5.08066618988646,3.72578477474226,3.62302402937486,3.70073932369162,3.71085601472944,2.80733637300212,3.18446280204945,3.70100558751309,3.10083471631088,4.34537508398503
"ENSG00000006747.13",4.22703249054155,3.90387702670503,4.52881508123368,3.46800977409283,3.44994164135536,3.72431192989658,3.73947010163841,2.86768300838813,5.77867643004341,5.85096440168888,5.49069526982879,4.03780389826511,4.32729933624063,5.9681644981497,3.59525300507739,4.25189326574501,3.88304401395359,3.44784364436209,4.24733512756032,4.5404799008677,3.89548682466585,4.42020615217823,4.01259548914679,4.94947423583233,5.70412774460939,4.27005045639619,4.18526397540827,3.42482536798265,3.93489387408127,3.25566538737454,3.53280317908939,4.07049237385701,3.66381139859433,4.85373621810487
"ENSG00000006756.14",4.18169096124618,4.23388039276954,4.75998136466732,3.45899218550322,3.25837570336124,3.59543204911061,4.43614184617369,2.67632383296977,4.71090008532576,4.80250344058368,4.62043392242975,3.91151902330892,4.37147522569256,4.16828901983118,3.60028164903253,3.53370038527632,4.15392690638156,2.99874972381674,4.84675405062994,4.55880640086106,4.45741699730138,4.44332153191205,3.34845906208647,4.14874704625601,4.85111936436777,4.16821680142614,4.05178970931972,3.73993448903754,4.27176927628655,3.7345904066962,3.87990177131498,3.36357480699037,3.94386508003636,4.79634856240059
"ENSG00000007001.11",2.8810341589205,4.79302709154975,4.63316961824104,1.1817577386241,1.79804221743213,2.57142198010002,4.15361080228443,0.44420800266456,0.15372363508022,0.322308916111967,1.12876190383211,5.09858799261809,3.77922819719388,1.11619838466359,3.70276834520663,3.74445175857254,4.22429500845037,3.69806286327914,3.81556518241254,3.39728546989163,5.4083314393036,3.93636468435112,3.89593269325408,2.85473376698913,0.353674464198141,3.57866101284572,5.00527421806032,3.08197867616123,5.00185627514428,4.57251985465043,3.64396006007838,4.16560648926827,4.90394449167634,3.762880292917
"ENSG00000007062.10",4.94552811305865,4.50467123538574,4.73694034678208,3.40912885102253,2.87221215878036,5.09156021173166,5.25813445631284,4.0722087239225,5.7676336131326,6.3751593612509,6.16509994334375,3.02737702197524,4.79344854653605,6.85189892402394,2.17148227131203,4.38253584117167,2.65033030688502,2.49465625285351,4.01514962784082,4.57632863692556,3.30887195517733,2.76685590449905,1.80390068799176,5.46296516949327,6.21707945800513,1.93093788188516,2.78103021681499,2.61693164933269,2.41953349825121,1.81623514703961,3.06287637289178,2.71005589935896,2.42601779785726,4.70640346158634
"ENSG00000007129.16",1.54902837820757,0.848766939869506,1.01746587305156,2.8762300979977,1.61624946728176,1.97990827079943,1.91199063449836,1.72025657288147,0.951366226391333,0.872395393553124,0.685968845124866,0.566692428402812,0.928227799503637,1.10879875184509,2.53989827425055,0.731231040917245,0.270344744063728,0.393196511870406,0.110917628883858,0.298362708736844,0.429989744506087,0.0540572951564798,0.346174006078733,0.380174203255206,0.088722358113545,0.549042182892107,0.303458132801819,0.586705185176963,0.662031362918575,0.115509799764623,0.101037372045515,0.294570759101847,0.223890809198463,0.444339481697562
