"","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","ACR","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Normal"
"ENSG00000123329.16",4.76470177387749,3.87018714618902,4.56105113660414,6.01252844910287,4.53253515513268,5.7530723052721,4.41937708486567,5.65836859939857,4.56652293301721,4.37905946589707,2.84733551974849,3.58796498888268,3.49455641670653,3.78692040916416,5.55496635864437,2.91389851053718,1.86358962484006,1.88576566983861,2.35034165393484,1.55934496654189,2.61252471535479,1.96385879136575,0.986936581219414,3.41541119905916,2.97652861048493,2.50718318843607,2.23037211732418,2.05878750279086,2.53479123426664,2.21521884873021,2.02387630507444,1.0605109090439,2.2743749847887,1.92356756793256
"ENSG00000079215.12",2.26756576027143,1.99841938338461,2.38479859779837,4.22917258826956,1.59027145626585,1.6710442199568,3.80308234629581,3.83086375675176,3.18229502502548,2.46262038266755,2.36246988875021,2.7965666074461,1.49000526381207,2.60814213764177,3.18221396800091,1.12958636320856,0.465105191071974,0.256151989380168,0.970662263732341,0.460528698864592,0.86881080332026,0.662920971885818,0.399663303888018,1.68615984285041,0.525741162465474,1.04368046460178,0.811600086364986,0.225352677806727,0.685979606232291,0.152008142868857,0.265100788171911,0.751866436957308,0.408895514470878,0.852569408070224
"ENSG00000171860.4",2.22491081631433,2.22208426998824,3.0064560204304,4.24709962458193,2.38412442702263,3.20587885572133,3.18334199951799,4.31639196441049,2.87723185501408,2.53993300481012,1.75374144034547,2.06940658663033,2.09737145119441,2.97608130183604,3.55694435279489,2.10567472590402,1.0146195248007,0.891580168631609,1.49557237484231,0.777973856479298,1.74856427896964,0.715564829065181,0.798646968153097,1.86962666013154,1.6045553046311,1.03835189321294,1.4282871357278,1.0157901322136,1.25266997338487,0.688237662325582,1.04076621122174,0.656748963082937,0.75267067520895,1.24334614433127
"ENSG00000159110.18",3.55630678422498,3.00022179731231,3.49353205721633,4.62022275855669,3.61982380911542,4.08739494812151,3.66708598857863,4.80771039953743,3.62907679754256,3.93550689393169,3.02600857272198,2.93232579239009,3.12610724383267,3.4861994925681,4.13711820714616,3.52088735626049,1.94676079902636,2.76981827704855,2.67688795866746,2.43605520602855,2.44864726817614,2.44878732783067,2.02968256787684,3.19072072770262,2.7981687466119,2.54611411346835,2.49001039995958,2.3670886500253,2.30353528652016,2.06870864007485,2.05469916508944,2.27634777302029,2.15201138891769,2.6064043243157
"ENSG00000198604.9",2.96803175244742,3.15703077111858,3.35936935898724,4.16322498069072,2.7106642919687,3.33956927342704,3.28569812595813,4.28883839629762,3.21928315690945,3.52110100414512,2.41161335005515,2.48020306932038,2.4931861716631,2.96997378375376,3.799304937617,2.76993038467316,1.80127456380807,1.30963023310539,2.09078908346267,1.74364852479539,2.53780297163366,1.816706189677,1.84398384404833,2.20862962458039,2.43074825293409,2.2086826826821,2.11706663540818,1.77761539324053,1.73783816074116,1.38578441968094,1.21496406046618,1.78900720161557,1.59023791663969,1.91473289186998
"ENSG00000274020.1",2.26783539209762,1.88404300671181,1.90367846862692,2.48719819317546,2.16089115332863,2.91308280003667,2.24760552872746,2.19962523565773,2.36647889116299,2.13317222220082,2.23827632419718,1.64192977192013,2.24014944047807,2.34506703314939,2.60730663855981,2.16204886834889,1.62258368773811,1.44521287684106,1.57060379336178,1.69299398732681,1.79458638022747,1.34814175213009,1.62344550716235,1.68170562170277,1.90460740813414,1.62829300557852,1.68594014844598,1.33805923764553,1.61598121081478,1.33151032200278,1.34410128632568,1.50560642660095,1.50675425642538,1.70852275881714
"ENSG00000136167.12",5.53821842598714,4.87817601242178,6.20746341420971,7.14100354819455,4.41314046114018,5.77250065225901,5.44271463641498,6.65514857749452,4.10039742641481,5.10603418252004,2.56566297294519,4.07370028928815,3.08906249692715,4.17292748960384,6.38265687858233,3.48823220067296,1.93506743228742,1.62225568642174,2.30028189971938,2.04160396133675,3.36756257349989,1.63900983677115,1.18818567541182,3.15982129557905,2.76605232643501,2.04932756081996,2.37598191594474,1.69736016396114,2.84688038971075,1.42342219551909,1.62364683642229,1.0639377561417,1.83420151104318,2.33470555970102
"ENSG00000185811.15",2.46899247871188,1.70411944259479,1.99428644899276,3.28616997220779,1.70159341275746,2.5232282158222,2.40044502577545,2.97129338848489,1.85128330675904,1.72423551914423,0.662192736418283,1.50492034010139,1.05310438369562,1.452115686517,2.82907829308058,0.879130141592983,0.407074247403872,0.220056250287839,0.407488719759988,0.350686199472093,0.666004831457245,0.270692787352684,0.154496367370412,0.830362426910486,0.612596898665463,0.537997734639714,0.550440701513602,0.25335639829498,0.920718613382088,0.176124867269353,0.259836496904479,0.123888376892003,0.284270109998329,0.312260883522983
"ENSG00000105639.17",3.13282193195445,2.23887855339185,2.70343297745467,4.28856527952821,2.26927257804501,2.98023373541509,3.36500657615387,3.95062704589236,2.407165093398,2.32421727748199,1.1360141562655,1.70985524988936,1.61123849221353,2.37085895091866,3.94607579151515,1.21899809809662,0.627138936879757,0.338863646058308,0.553353621638992,0.41105955933816,1.10089020901205,0.451693798057071,0.279073050908929,1.21706316771292,0.929153950775111,0.724481765588307,0.637664957710702,0.81205621033564,1.17432971139312,0.661832584306889,0.666177580125038,0.557113016114244,0.600281173213472,0.646515682460815
"ENSG00000121281.11",3.36628024432506,2.97107261822039,3.83383125539874,4.38088179880633,2.37747639567049,3.59462020480931,4.31165568896678,3.93149396274918,2.2814786767159,2.97095854034573,1.75583616293168,2.47711775383694,1.7189161282547,2.81104555772063,4.17398288030711,2.63182603151985,1.24929969890406,0.865939396063051,1.15180687357624,1.07501227720415,2.00579878479694,0.773687504701163,0.634911044527089,2.13416178476488,1.82692061648087,1.08983031211431,1.36458363765072,0.852191450018549,1.55782667514965,0.629154220542002,0.817541400151434,0.897983851306638,1.21888653800989,1.41537468983704
"ENSG00000242574.7",5.53141265358538,5.81108050466174,6.31745241169982,7.12923149120197,5.65120671873423,6.56564591472827,6.12866458654003,7.23247848991961,5.41732933762268,6.22539448101705,5.25355820803843,4.65457874917588,4.70410283842226,5.83339360400485,7.00662342400975,4.46791850760279,3.24112170726502,4.0201999229435,3.93021692746855,3.74412879606614,4.27436603851772,3.13963320511453,3.16148947583402,4.65859995821796,5.13901510225151,3.60916396014014,3.95130803106205,4.29329690547002,4.14476427447194,3.56700993512854,3.91974051061858,3.13832136556033,3.72504308528175,4.32096838354577
"ENSG00000154237.11",1.55691983613616,1.48942476133705,1.86132417103617,2.45846075173611,1.52320562910734,2.38731290597848,2.26386672096247,2.3315705128189,1.8147349781866,1.78416892050203,1.78948304379589,0.90056891804815,1.28210170324438,1.56137990807512,2.22359245048114,1.13989510260163,0.562233142089786,0.503035226628063,0.647609235969139,0.68095531353011,0.987868731305057,0.513647386983459,0.503919593582117,1.36850576307725,1.24172427529017,0.666330309086431,0.593822242099318,0.907306801175947,0.572328969404685,0.416322007883389,0.34014292929311,0.818860375114031,0.867256002409503,0.849469306876852
"ENSG00000181896.10",2.47302575740037,2.00276371887143,1.96697672740189,2.6103079208021,2.12183103927401,2.55203271137468,2.37995914070078,2.50992381786848,1.84713904950342,2.80798132789422,1.64455313165088,2.15480029039279,1.89868433431625,2.26805405646003,2.47345704083528,1.79624471984266,1.14370687201757,1.49772476244722,1.67369209426038,1.42312095379174,1.28541997499964,1.50716542455289,1.26278792437675,1.86500818466783,1.67333027851733,1.13999984828583,1.58644290781746,1.39942268883542,1.33052971793573,1.39461291571702,1.41957125066582,1.58630358360226,1.53959062421986,1.63466760830386
"ENSG00000146192.13",3.23362427803887,2.81183679572293,3.92620821457069,4.86680414782757,2.68245643881099,3.99219740202415,3.87875476392055,4.77458678118316,2.81930644264994,3.39084237203738,1.94678325278318,2.57184667154843,2.20302570390606,2.4142113198515,4.65963918701565,2.11450029316519,1.17415071221201,0.681245047105389,1.11442699717138,1.29086080324005,2.13517037413102,0.752072035714144,0.401032951354565,2.0022236425568,1.72506054117954,1.21587736113387,1.44807103071868,0.871525905269377,1.49559795649199,0.893968675377112,0.816324452154248,0.720408936760556,1.37540092890636,1.23028910513085
"ENSG00000110077.13",6.04307323030684,5.93495518778925,6.60411433100087,8.31603257465205,5.74572137677139,6.97457519900099,6.58219618757739,8.37621223060774,6.10750793962955,6.15206575914988,4.58466792041088,4.92793910833928,5.13895778128451,6.17364316074742,7.53842176249688,5.0929346924604,3.75991214473979,4.0281536103302,4.13408126434517,2.94700402944672,4.63675221004088,3.11557598316118,3.19997851700751,4.73499135850629,4.15562781584529,4.14038603228306,4.28759049552394,3.8731733895393,4.28395139613162,3.93989416345466,3.77928073544205,3.38550144451573,3.86407716443214,4.25931768826288
"ENSG00000112343.10",2.57553743164697,2.53012069617467,2.42936422375443,2.89446662437448,2.35354349003893,2.45041947339778,2.50787834579029,2.88726010242056,2.06971247646727,2.3518431344725,1.71478622087027,2.28964563383732,2.24835266617305,2.23146312990623,2.45789629907449,2.65668856454472,1.82640408345046,1.56062692293879,1.78340636346049,1.75034924058415,2.1471471142049,1.47693636392336,1.77207144818668,1.83606954877251,1.75099660141843,1.9008764661579,1.800347041248,1.82255477082101,1.57900631897568,1.42278198164543,1.76382796242871,1.92214074851809,1.30694463116753,1.78961241233914
"ENSG00000070190.11",2.03144813176624,1.70844771444008,2.75341627197482,2.90559351075431,1.31413963940026,2.24346496904615,2.30872782274452,3.03972974256065,1.1751732656638,2.08920659935731,0.656908183473337,1.14808808264534,0.831550571569262,1.63769833997073,2.84508453392539,0.984274347304566,0.360061939147717,0.147207693285612,0.301958661227661,0.187971660555184,0.783182547695763,0.224437948687552,0.0164870489640196,0.576746566565223,0.566043562416033,0.345841435783772,0.378934381929871,0.168853803540437,0.499293316752963,0.0655065513243006,0.287998212598514,0.164456775816515,0.25630418871112,0.232949266948399
"ENSG00000198286.8",2.3615073034303,1.59884634106712,1.44810275619843,2.95809469217817,2.12231489933512,2.46643135437991,2.60402623874438,2.85311539457824,1.88132788593197,1.32754941064437,1.09984053089076,1.70082586482394,1.14473817509894,1.94757265441153,3.11700677281939,0.898834448846975,0.679965101308435,0.215530747732127,0.567729423336995,0.321222733146919,0.621946359720802,0.235462388318542,0.208717013355199,0.936587061023193,1.05361879774503,0.832941849013254,0.443293680003539,0.59211493595897,0.875486776992217,0.337864058210927,0.372679129784672,0.244846882246512,0.613831476024319,0.57895802938303
"ENSG00000163131.9",5.80974112313544,6.057487097263,7.17646240727228,8.16715216361987,5.57012286181475,6.99678416786736,6.60754633191068,8.14220408485662,5.17089048249055,5.95231259681263,3.82275053924975,4.56436597328917,4.0409362542535,5.28706960230046,7.3846542578162,4.89001372192198,3.0164927541601,3.07859104948239,3.06957500591301,2.95564758294235,4.02513513173031,2.459077459115,2.09863515085309,4.22949563652416,4.23456263226579,3.36475030702923,3.59691129599113,2.8165177910772,3.35257634080864,2.24783639298454,2.88896919255443,2.35466090463447,3.1605168740299,3.45645003027584
"ENSG00000169313.9",0.711168005579793,0.402168782987782,1.044184257544,1.13412891983025,0.479916557922419,0.938151021121109,1.06087055746218,0.715659709690004,0.466740912937259,0.810182305176153,0.508318100837937,0.478447940468676,0.665681099307625,0.629662497290969,1.15257933501729,0.446376934736963,0.308511160240249,0.121024421922843,0.290866699625002,0.21696635303852,0.292249325967813,0.0848295067922178,0.0289781406956751,0.07270457477039,0.424391121725052,0.0545776207334919,0.320315992700186,0.0284643408381065,0.20429850292155,0.0234682805039054,0.106828557172438,0.0538905289620936,0.0274778074759942,0.318239316992264
"ENSG00000223799.1",2.34416663664871,1.91459896407852,2.37293817221681,3.23428057685222,2.32877615923538,2.89322045852696,2.34606618451816,3.19103670387054,2.26666662339617,2.53440778776602,1.86349844061264,1.58825289928743,1.65453177841012,2.24358378397507,2.87069218652092,2.01669598705324,0.9286977705233,0.707876366322514,1.28380327092837,1.31110198816225,1.33849858009631,0.872574271289552,0.846056780770511,1.77268380380788,2.02280455058421,1.02864694247916,1.19082974729997,1.18573336731463,1.26727809743535,1.32439587697812,1.20593045160024,0.840447925610579,1.08843336363282,1.53058518508166
"ENSG00000187474.4",2.20944088821248,2.11930637082757,3.04286667739874,3.9818800459735,2.19441490009883,2.68909112904364,2.49538561505626,3.8400905524635,1.81959052926558,2.43790417657819,1.09794783553483,1.16228094451564,1.45750499065574,2.14078519860261,2.74296553204445,1.89764316206588,0.584995201438143,0.465416601618404,0.87092097472815,0.464285588439503,1.09429012766355,0.426441893357433,0.56990711921744,1.42155994490182,0.960024551494935,0.811197262420179,0.844697379654241,0.497193354821982,0.79596721585446,0.530553225044781,0.533281260053305,0.437847730130986,0.686193018281517,0.767981009572105
"ENSG00000129667.11",3.21974470880183,2.6665634622995,3.52705782075469,5.02174176952069,3.29691253706212,3.84700471260858,4.03476155379378,4.62353329953836,3.27329357519958,3.43664692127575,2.91438274012023,3.09087882978811,3.02433031850014,3.59370035864281,4.37871275421457,3.04974576057241,1.61663999717192,1.4292356584965,1.95093865981968,2.10919003380615,2.12456635855067,1.61615064175493,1.72373765859629,2.9072233388897,3.13812800994828,2.0197695113935,2.08634559306328,2.10629806218386,2.12660619073502,1.49457945643058,1.94969926949977,2.30096419742301,1.65285357538155,2.31645568564275
"ENSG00000027697.11",4.77405959982186,4.04807048944926,4.79506558265962,5.03616042213853,4.18003643954251,4.97022325763793,4.94010565786837,5.08380904851734,4.31414544140683,4.64960971126295,4.00483393780912,4.09505516642973,3.89548682466585,4.39868555550001,4.74539331980464,4.06508972418625,3.45460100435927,3.24282655210335,3.67409902853771,3.53638866087393,3.78669044762984,3.13123386984072,3.26342207803491,4.17771851116218,3.96292838610505,3.40982944877959,3.75087443965685,3.15840651013404,3.54637592229055,3.05055045396882,3.1567024044698,3.29000557223347,3.40070732701047,3.88849973551412
"ENSG00000130775.14",3.40033708589683,2.79277207751812,3.57029290644045,5.14458483174654,3.29907610881044,4.43237820471793,3.45305262858325,5.03531158523126,2.46661667987679,2.9419682890968,1.96379961844253,2.14235135000145,2.79202447054698,2.63114387151711,4.60029354445797,2.38352182752714,1.26299232661478,1.12350728599975,1.12516174538181,0.753272489960113,1.44330959544567,0.930034834225996,0.532510469492051,1.87888617682916,1.33671184751443,1.5828353626508,1.58059414588534,1.29633405717866,1.8823104575946,1.54204008108973,1.3700135849869,0.964610076429146,1.55638036421059,1.34807374805867
"ENSG00000204713.9",3.61553400582907,3.77787204851205,3.56557280579973,3.96054877786073,3.5613383574529,3.95236152530499,3.62719825012756,3.7618065070456,3.80717972702273,3.93293990419113,3.58755701742961,3.23659364176482,3.62705813616982,3.79052183783694,3.72445382484342,3.33992551975967,3.20794593684582,2.93048945653072,3.31532131654061,3.06574634815652,3.24288446314226,3.11327209380622,3.16246947891605,3.47758667063004,3.57273205447066,3.20052475517714,3.0113865022726,3.13118282538263,3.12508898905926,3.27839072702402,3.01615040245519,3.21221134421166,2.9869078285317,3.18758407356267
"ENSG00000082074.14",3.04215752079116,2.76893168543992,3.56817806990378,4.68569911865171,2.13759860733514,3.21675904848967,3.542963745103,4.16864203555884,2.61690577934662,3.26013709156684,1.56074918750997,2.47839978921956,1.88509794256272,2.67678417609752,3.89494384207118,1.77186023079563,1.38151041988316,0.53089276423943,1.65244060329234,1.06553095328344,2.13297159687921,0.913497223288653,0.818983047213686,1.46651749454375,0.940497545555576,0.987368166630587,1.18575239349544,1.04566662707367,1.29574653058132,0.723665148780652,1.18326417778389,1.01751575889542,1.15281293936754,1.21118044616256
"ENSG00000185862.6",2.89672716088025,2.58853115807362,3.58205012809159,4.5066654084096,2.95506724909653,4.23987916520603,3.63986884639334,4.92541557842919,2.90846708053175,3.16356152679416,1.36399523883311,2.45908270655725,1.94353880698615,2.48532119741647,4.22723277819018,1.87738696694011,1.10640862597979,0.938194691238733,1.06621321383469,0.783365291258541,1.69321261027163,0.401300607604459,0.305041295403776,1.83977017095795,1.66638394220717,1.28655591347862,1.31475452228112,0.729828558236551,1.32466085484632,0.83102596211392,0.656763604772019,0.462651266365389,0.920654595759705,1.24284026808581
"ENSG00000143119.11",5.40184887473608,4.84432036666208,5.5388702432421,6.73381527854487,4.69597154912575,5.8949026252262,5.57364415820922,6.77614347736047,4.44669294301751,4.965913544347,3.2515570169728,3.91607530920495,3.42637211405926,4.45962177954145,6.25373972192288,3.76672235921139,2.27551964970205,2.33683750487834,2.79218693620491,2.05601119206201,3.50658924861225,1.83216494100881,1.25701665457432,3.54869554672389,3.65943368465916,2.47623391069564,2.94533614234323,2.24387316401399,3.2555596482874,2.44005122869435,2.26774851623404,1.10080949165016,2.36756676681806,2.77586176346294
"ENSG00000081237.17",5.26250456896778,4.28362550060704,5.10450440529959,6.19058128121016,3.43249580022118,5.15269451966729,5.1233061398577,5.89240559851699,3.66929894644448,4.6809937830612,1.90441858505319,3.79257428049599,2.51326080563844,3.60616977230828,5.72885110094162,2.91897006429102,1.76049348893598,1.03789524521257,1.79715412670492,1.40300588624774,2.84236744192038,1.23520624788768,0.813165099436439,2.79181407116183,2.41433581820517,1.90652121839575,1.75824773700215,0.891991484936818,2.36869572369788,0.993443946855446,1.02940341101196,0.999536820547595,1.77933117036036,2.07010076002547
"ENSG00000072818.10",5.28886053863466,4.2353134892481,4.54277806926875,6.20725450524563,4.95174164175736,6.08653539948474,5.2688460628732,6.29099014965083,4.59669069813961,4.34778611205655,3.25579075367908,4.33500439331371,3.67219901911577,4.36721029125473,6.1616760984555,3.34972194381499,2.11311703639072,2.70653718306309,2.94893345127144,2.41024882997136,3.25895302467422,1.73678668888878,2.03298946711612,3.65713691764547,3.00721882837424,2.96335944365736,2.99323415034652,2.12469207178848,3.31441665917299,2.94413316875079,2.94551968561212,2.08262765987999,2.62417811711342,2.76352630559594
"ENSG00000137841.10",4.32229593522514,3.60454581636871,4.67047213886299,5.44566380916112,4.31015831794782,5.57629840005055,4.82329589971967,5.53086355702366,3.93036833885878,4.0251439928131,2.65580746508826,3.37158395274233,3.53742032487834,2.85549144310187,5.13096792487388,3.34664208520826,2.15523759390256,2.07510472220949,2.22936027272722,1.98320705495549,2.96443744858792,1.5556002253597,1.54502437967505,3.26180308131546,2.92413790081949,1.83663110442824,2.33069893405461,2.61946231259662,2.63722999044986,1.79297192906983,1.77715245682246,1.89164471183885,2.10167024410408,2.11067059353679
"ENSG00000010671.14",2.3339760885745,2.5600154446106,3.20488879561503,3.472721703043,2.3868936990725,3.33214649790406,2.75672229795957,4.03186272592512,1.78079721512373,2.17896316800244,1.35938060482697,1.83475570529382,1.62067554983061,1.28245759764126,3.23427444460034,1.76596324801259,0.448906235732668,0.306086048661235,0.774833857497727,0.701193273976852,1.20480430404978,0.602683961112598,0.210646955337238,1.5583166211711,0.841337951853786,0.620491635176864,1.33355540226398,0.839880599788727,0.951554972010254,0.352917811470769,0.694256189744096,1.07742759738781,0.477981893146963,0.766825804894288
"ENSG00000145779.7",3.5285088090659,3.13867032323231,3.50615760046853,4.4825320943211,2.90645194963852,3.58928410667125,3.534684178291,3.93064273150751,3.4315520934342,3.36907975884172,2.92550767947804,2.57539947070919,2.72891094653673,3.71203443977426,3.73019430896456,2.63010487870264,1.6779817338547,1.92590450128648,2.37610419919791,2.39855559498998,2.53435798204108,1.50352683467281,1.61357408450102,2.84009659671375,3.07117229269951,1.6995960497901,2.09498256428023,1.59830326530335,1.88517214974564,1.22160490714428,1.48152628245169,1.87464354231746,1.28358994391402,2.20156799750132
